Company Name,Job Title,Salary ($) /yr,Job Description,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Salary($) /month ,Company age,job_state,Remote,seniority,desc_len
Johnson & Johnson ,Quality Systems Data Science Co-Op- Summer 2024,124823.72,At Johnson Johnson use technology power teamwork discover new ways prevent overcome world’s significant healthcare challenges Our Corporate Medical Devices Pharmaceutical teams leverage data realworld insights creative minds make lifechanging healthcare products medicines Were disrupting outdated healthcare ecosystems infusing transformative ideas help people thrive throughout every stage lives With reach billion people every day there’s limit impact make Are ready reimagine healthcare Here career breakthroughs change future health best ways And you’ll change You’ll inspired you’ll inspire people across world change care love Amplify impact Join us,4.2,"Cincinnati, OH",Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1, OH,0.0,nf,895
Attadale Partners ,Machine Learning / NLP Data Scientist,108987.0,Attadale serves sophisticated successful companies world We forefront Machine Learning solutions influence tangible business outcomes Our clients engage Attadale work drives change increases profitability improves decision support delighting employees customers Attadale boutique Chicagobased consultancy expanding ML team especially within financial services healthcare seek candidates demonstrated ML experience including success implementing NLP predictive decision models The job exciting envision select responsibilities including,-1.0,"Schaumburg, IL",1 to 50 Employees,-1,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,9082.25,-1, IL,0.0,nf,688
Capital One ,Senior Associate Data Scientist - Small Business Bank,124823.72,Center 1 19052 United States America McLean Virginia Senior Associate Data Scientist Small Business Bank Senior Associate Data Scientist SBB Data center everything As startup disrupted credit card industry individually personalizing every credit card offer using statistical modeling relational database cutting edge technology 1988 Fastforward years little innovation passion data skyrocketed us Fortune 200 company leader world datadriven decisionmaking As Data Scientist Capital One you’ll part team that’s leading next wave disruption whole new scale using latest computing machine learning technologies operating across billions customer records unlock big opportunities help everyday people save money time agony financial lives This role expected accept applications minimum 5 business days No agencies please Capital One equal opportunity employer committed diversity inclusion workplace All qualified applicants receive consideration employment without regard sex including pregnancy childbirth related medical conditions race color age national origin religion disability genetic information marital status sexual orientation gender identity gender reassignment citizenship immigration status protected veteran status basis prohibited applicable federal state local law Capital One promotes drugfree workplace Capital One consider employment qualified applicants criminal history manner consistent requirements applicable laws regarding criminal background inquiries including extent applicable Article 23A New York Correction Law San Francisco California Police Code Article 49 Sections 49014920 New York City’s Fair Chance Act Philadelphia’s Fair Criminal Records Screening Act applicable federal state local laws regulations regarding criminal background inquiries,4.0,"McLean, VA",Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1, VA,0.0,senior,2145
SpanIdea Systems ,Machine Learning Scientist,162281.0,Full Time MILPITAS CALIFORNIA Posted 4 weeks ago Job Description SpanIdea seeking talented experienced Machine Learning ScientistSenior ML Researcher join team As Machine Learning Scientist responsible conducting cuttingedge research developing advanced AIMachine Learning algorithms You work stateoftheart papers field implement improve upon existing algorithms contribute academic community disseminating novel results conferences journals This role requires high level expertise deep learning frameworks software engineering skills You take ownership projects build proofsofconcept POCs demonstrate value scalability solutions We looking individuals ambitious passionate AI Machine Learning eager make positive impact world,3.7,"Milpitas, CA",1001 to 5000 Employees,2011,Company - Private,Software Development,Information Technology,$5 to $25 million (USD),13523.42,13, CA,0.0,nf,912
Madison Logic ,Data Scientist,132500.0,About Madison Logic Our team reshaping B2B marketing fun process As truly global company take pride diverse backgrounds team When joining Madison Logic committing giving 100 always striving Work learn incredible group people care success much care Our team heart success starts Remote work note Please refer job posting detail determine remote work options apply specific job advertised Not positions available remote work regionscountries Where applicableremote work must conducted home office located jurisdiction Madison Logic legal right operate It requires availability responsiveness fulltime basis distraction free environment access highspeed internet Please inquire details,4.0,"New York, NY",201 to 500 Employees,2005,Company - Private,Advertising & Public Relations,Media & Communication,$100 to $500 million (USD),11041.67,19, NY,1.0,nf,991
DeepVu ,Principal Data Scientist/AI Engineer,152958.0,This role based Canada France Currently looking highly innovative energetic principal data scientsts experience enterprise scale deep learning forecasting decisioning model You awesome problem solver methodical creative You learn new technology ashamed admitting errors love take new challenges great team player Strong algorithmic background required thoroughly evaluated Strong atscale experience building decisioning models using Deep Reinforcement Learning approaches must Experience building deploying high performance deeplearning models using either Tensorflow PyTorch significant complexity industrialcommercial datasets must Preference given candidates significant timeseries modeling experience If want get founding engineering team one valleys top teams developing one innovative unique cloud AI SaaS multitrillion USD industry sectors massive global implications planet humanity youve found would love hear soon,-1.0,"Berkeley, CA",1 to 50 Employees,-1,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,12746.5,-1, CA,0.0,senior,1191
Colsh Consultants ,Data Scientist/machine Learning Engineer,109232.0,Our client large communications company based Plano TX needs fill contractor role quickly This position define data requirements gather mine large scale structured unstructured data validate data running various data tools Big Data Environment This function needs support standardization customization adhoc data analysis develop mechanisms ingest analyze validate normalize clean data Implements statistical data quality procedures new data sources applying rigorous iterative data analytics supports Data Scientists data sourcing preparation visualize data synthesize insights commercial value Will work Big Data Policy Security teams Legal create data policy develop interfaces retention models requires synthesizing anonymizing data Develop maintain data engineering best practices contribute Insights data analytics visualization concepts methods techniques,4.5,"Monmouth Junction, NJ",Unknown,2005,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,9102.67,19, NJ,0.0,nf,1050
Combined Insurance ,Senior Data Scientist,154383.0,The Global Analytics team seeking Sr Data Scientist join fastpaced high energy team responsible delivering predictive models business partners order influence business metrics positively This position offers opportunity leverage entire spectrum AI tools towards solving wide variety business problems Chubb using insurance industry experience coupled deep understanding cuttingedge AI methods Responsibilities Design develop implement AI solutions leveraging generative AI LLMs multimodal models building risk assessment guided underwriting solutions,3.4,"Jersey City, NJ",Unknown,1922,Subsidiary or Business Segment,Insurance Carriers,Insurance,$500 million to $1 billion (USD),12865.25,102, NJ,0.0,senior,651
Kyla ,Senior Data Scientist,124823.72,Job Category Technical Job Type Part Time Job Location Remote Team AI About Kyla Kyla medical startup focused developing software brings together latest advancements medical knowledge stateoftheart AI technologies Kyla’s software designed help healthcare professionals provide better care patients leveraging power AI improve diagnostic accuracy optimize treatment plans streamline administrative processes About role,3.5,Remote,Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1,Remote,1.0,senior,491
TikTok ,"Senior Data Scientist, TikTok Experience",252844.0,Responsibilities TikTok leading destination shortform mobile video Our mission inspire creativity bring joy TikTok global offices including Los Angeles New York London Paris Berlin Dubai Mumbai Singapore Jakarta Seoul Tokyo Why Join Us Creation core TikToks purpose Our platform built help imaginations thrive This doubly true teams make TikTok possible Together inspire creativity bring joy mission believe aim towards achieving every day To us every challenge matter difficult opportunity learn innovate grow one team Status quo Never Courage Always At TikTok create together grow together Thats drive impact company communities serve Join us We looking seasoned data analysts strong data analysis skills identify highimpact opportunities You opportunity partner closely globalized engineering product teams highimpact fastpaced environment Qualifications TikTok committed creating inclusive space employees valued skills experiences unique perspectives Our platform connects people across globe workplace At TikTok mission inspire creativity bring joy To achieve goal committed celebrating diverse voices creating environment reflects many communities reach We passionate hope TikTok committed providing reasonable accommodations recruitment processes candidates disabilities pregnancy sincerely held religious beliefs reasons protected applicable laws If need assistance reasonable accommodation please reach us gprdaccommodationstiktokcom Job Information The base salary range position selected city 176355 329333 annually Compensation may vary outside range depending number factors including candidate’s qualifications skills competencies experience location Base pay one part Total Package provided compensate recognize employees work role may eligible additional discretionary bonusesincentives restricted stock units Our company benefits designed convey company culture values create efficient inspiring work environment support employees give best work life We offer following benefits eligible employees We cover 100 premium coverage employee medical insurance approximately 75 premium coverage dependents offer Health Savings AccountHSA company match As well Dental Vision ShortLong term Disability Basic Life Voluntary Life ADD insurance plans In addition Flexible Spending AccountFSA Options like Health Care Limited Purpose Dependent Care 10 paid holidays per year plus 17 days Paid Personal Time Off PPTO prorated upon hire increased tenure 10 paid sick days per year well 12 weeks paid Parental leave 8 weeks paid Supplemental Disability We also provide generous benefits like mental emotional health benefits EAP Lyra A 401K company match gym cellphone service reimbursements The Company reserves right modify change benefits programs time without notice,3.4,"San Jose, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,21070.33,8, CA,0.0,senior,3591
UNKNOWN ,Sr. Energy Data Scientist,129600.0,Sr Energy Data Scientist EA 000295 Fully Remote Primary Location United StatesEA Home Based Electrify America committed revolutionizing way people charge As countrys largest open DC fast charging network Electrify America actively contributing electrifying mobility today building sustainable future At Electrify America value innovation collaboration commitment sustainability We strive establish diverse inclusive workplace employees develop personally professionally As team member rapidly growing company work stateoftheart technology join team making significant impact world If youre interested joining dynamic innovative company Electrify America place learn grow make difference,-1.0,Remote,Unknown,-1,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,10800.0,-1,Remote,1.0,senior,846
Samsung Electronics ,Senior Data Scientist - eCommerce,148295.0,Position Summary Sr Data ScientistMachine Learning Engineer – Recommender Systems If ambitions part Best Class organization Samsung’s Ecomm MLAI team place The role team support marketing business channels innovative ML AI solutions The dynamic culture Samsung offers great challenge great reward If want work among best talent industry working innovative products world Samsung place Role Responsibilities Role And Responsibilities Must Have Soft Skills –,3.6,"Plano, TX",1001 to 5000 Employees,1938,Subsidiary or Business Segment,Computer Hardware Development,Information Technology,$10+ billion (USD),12357.92,86, TX,0.0,senior,608
TikTok ,"Tech Lead / Sr Data Scientist, Product Analytics - USDS",271527.0,Responsibilities TikTok leading destination shortform mobile video Our mission inspire creativity bring joy TikTok global offices including Los Angeles New York London Paris Berlin Dubai Singapore Jakarta Seoul Tokyo Why Join Us Creation core TikToks purpose Our platform built help imaginations thrive This doubly true teams make TikTok possible Together inspire creativity bring joy mission believe aim towards achieving every day To us every challenge matter difficult opportunity learn innovate grow one team Status quo Never Courage Always At TikTok create together grow together Thats drive impact company communities serve Join us About USDS At TikTok committed process continuous innovation improvement user experience safety controls Were proud able serve global community billion people use TikTok creatively express entertained dedicated giving platform builds opportunity fosters connection We also take responsibility safeguard community seriously address potentially harmful content protect unauthorized access user data US Data Security “USDS” standalone entity TikTok US This new securityfirst division created bring heightened focus governance data protection policies content assurance protocols keep US users safe Our focus providing oversight protection TikTok platform user data US millions Americans continue turning TikTok learn something new earn living express creatively entertained The teams within USDS deliver commitment daily span Trust Safety Security Privacy Engineering User Product Ops Corporate Functions About team The Data Science team Tech Product department TikTok USDS responsible building highquality timely data solutions business single source truth building easytouse scalable data products support business growth You exciting opportunity In order enhance collaboration crossfunctional partnerships among things time organization follows hybrid work schedule requires employees work office 3 days week directed managerdepartment We regularly review hybrid work model specific requirements may change time Qualifications TikTok committed creating inclusive space employees valued skills experiences unique perspectives Our platform connects people across globe workplace At TikTok mission inspire creativity bring joy To achieve goal committed celebrating diverse voices creating environment reflects many communities reach We passionate hope TikTok committed providing reasonable accommodations recruitment processes candidates disabilities pregnancy sincerely held religious beliefs reasons protected applicable laws If need assistance reasonable accommodation please reach us usdsaccommodationstiktokusdscom Job Information The base salary range position selected city 167537 375516 annually Compensation may vary outside range depending number factors including candidate’s qualifications skills competencies experience location Base pay one part Total Package provided compensate recognize employees work role may eligible additional discretionary bonusesincentives restricted stock units Our company benefits designed convey company culture values create efficient inspiring work environment support employees give best work life We offer following benefits eligible employees We cover 100 premium coverage employee medical insurance approximately 75 premium coverage dependents offer Health Savings AccountHSA company match As well Dental Vision ShortLong term Disability Basic Life Voluntary Life ADD insurance plans In addition Flexible Spending AccountFSA Options like Health Care Limited Purpose Dependent Care 10 paid holidays per year plus 17 days Paid Personal Time Off PPTO prorated upon hire increased tenure 10 paid sick days per year well 12 weeks paid Parental leave 8 weeks paid Supplemental Disability We also provide generous benefits like mental emotional health benefits EAP Lyra A 401K company match gym cellphone service reimbursements The Company reserves right modify change benefits programs time without notice,3.4,"Los Angeles, CA",1001 to 5000 Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,22627.25,8, CA,0.0,senior,5225
Abett ,Senior Data Scientist - Causal Inference,124823.72,Description About Abett Abett envisions world everyone access high quality affordable timely healthcare We exist build innovative solutions deliver transparency accountability competition healthcare system The flow healthcare data complex messy Employers key consumer healthcare US historically could leverage benefits plan data The Abett Lockbox empowers employers take control data achieve better outcomes lower costs less headache benefits staff plan members Our Problem Requirements,4.0,United States,Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1,United States,0.0,senior,620
Zilliant ,Data Scientist,124823.72,Zilliant powers intelligent B2B commerce industryleading price optimization sales guidance software Our data science cloudnative software passion customer success deliver highest ROI fastest time value highest customer satisfaction If you’re ready make impact growing company values time input effort employees we’re eager connect Zilliant looking Data Scientist join team As Data Scientist responsible creating maintaining advanced scientific models fuel core products well acting Pricing Science expert advise Zilliant customers You part Services department report Director Science What You’ll Do,3.7,Remote,Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1,Remote,1.0,nf,798
Expedia Group ,"Data Scientist II, Analytics",124823.72,If need assistance recruiting process due disability please reach Recruiting Accommodations Team Accommodation Request form This form used individuals disabilities require assistance adjustments applying interviewing job This form inquiring position status application Data Scientist II Analytics Would like work dynamic competitive customerfocused datarich world online travel Are excited leveraging data tools provide business partners reliable accurate actionable information insights solutions Do enjoy developing creative solutions difficult complex problems Our Data Science Forecasting team seeking high caliber Data Science Business Intelligence professional help support Retail Finance organization businesscritical solutions This role leverage data analytics data engineering communication skills work directly machine learning data science BI teams support Finance data automation forecasting reporting enable organization make informed datadriven decisions The total cash range position Seattle 11200000 15650000 Employees role potential increase pay 17900000 top range based ongoing demonstrated sustained performance role Expedia iscommittedto creating inclusive workenvironmentwith diverse workforce All qualified applicants receive consideration employment without regard race color religion gender gender identity expression sexual orientation national origin genetics disability age veteran status This employer participates EVerify The employer provide Social Security Administration SSA necessary Department Homeland Security DHS information new employees I9 confirm work authorization,3.9,"Seattle, WA",Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1, WA,0.0,nf,2070
"The Travelers Companies, Inc. ",Manager & Senior Data Scientist - CMP Pricing,183700.0,Who Are We Taking care customers communities That’s Travelers Promise By honoring commitment maintained reputation one best property casualty insurers industry 160 years Join us discover culture rooted innovation thrives collaboration Imagine loving Job Category Data Science Compensation Overview The annual base salary range provided position nationwide market range represents broad range salaries role across country The actual salary position determined number factors including scope complexity location role skills education training credentials experience candidate conditions employment As part comprehensive compensation benefits program employees also eligible performancebased cash incentive awards 13860000 22880000 1 In Business Insurance Actuarial Analytics deliver tailored analytics innovative data science solutions influence decisions enable superior results We inclusive culture everyone feels belong authentic valued respected empowered part success We see strength uniqueness us contributes creating innovative solutions improving business outcomes Travelers Data Scientists taking organization next level intelligence using advanced statistical techniques machine learning algorithms As Manager Sr Data Scientist build sophisticated models solve important business problems enhance customer experience This may include use artificial intelligence techniques analyze imagery text unstructured data You employ storytelling using data communicate insights findings stakeholders This role may manage others,4.2,"Saint Paul, MN",10000+ Employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),15308.33,171, MN,0.0,senior,2001
GEICO ,Data Scientist II,98198.0,We seeking driven analytically minded midlevel Data Scientist II strong data science foundation demonstrated expertise machine learning artificial intelligence The ideal candidate bridge intricate world data analytics realworld challenges insurance sector You engage solution implementation advanced modeling analytical techniques provide critical insights drive datadriven strategic decisions Essential Functions 1 Modeling Develop deploy statistical machine learning AI models derive insights vast datasets improve underwriting predict claims drive key business outcomes 2 Research Development Stay abreast latest developments data science incorporating new techniques methodologies processes keep us ahead insurance industry 000 000 At time GEICO sponsor new applicant employment authorization position,2.8,"Chevy Chase, MD",10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),8183.17,88, MD,0.0,nf,1013
General Dynamics Information Technology ,Operational Researcher / Data Scientist,124823.72,Clearance Level None Category Research Location Atlantic City New Jersey Onsite Workplace Public Trust None Requisition Type Regular Your Impact Own opportunity work alongside federal civilian agencies Make impact providing services help government ensure well US citizens Job Description Research Analyst Senior Operational Researcher Level 4 – GDIT seeking operational researcher data analysist support ATR’s RD UAS applied improve safety efficiency airport operations,4.0,"Atlantic City, NJ",Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1, NJ,0.0,nf,548
Parsons ,Data Scientist (TS/SCI w/ Polygraph),112050.0,In world possibilities pursue one endless opportunities Imagine Next When comes want career imagine Parsons Imagine career working intelligent diverse people sharing common quest Imagine workplace Where thrive Where find next right We’ve got you’re looking Job Description Parsons looking amazingly talented Data Scientist join team In role get use skills compile data via computer scripting statistical analysis data modeling support national level missions operations What Youll Be Doing Top Secret SCI wPolygraph This position part Federal Solutions team Our Federal Solutions segment delivers resources US government customers ensure success missions around globe Our diverse intelligent employees drive state art provide services solutions areas defense security intelligence infrastructure environmental We promote culture excellence closeknit teams take pride delivering protecting sustaining nations critical assets Earth cyberspace Throughout company people anticipating what’s next deliver solutions customers need 8150000 14260000 We value employees want employees take care overall wellbeing offer bestinclass benefits medical dental vision paid time Employee Stock Ownership Plan ESOP 401k life insurance flexible work schedules holidays fit busy lifestyle Parsons equal opportunity employer committed diversity equity inclusion accessibility workplace Diversity ingrained business one company’s core values Parsons equally employs representation job levels minority female disabled protected veteran LGBTQ We truly invest care employee’s wellbeing provide endless growth opportunities sky limit aim stars Imagine next join Parsons quest—APPLY TODAY,4.0,"Annapolis Junction, MD",10000+ Employees,1944,Company - Public,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),9337.5,80, MD,0.0,nf,2254
Norstella ,Principal Data Scientist,227500.0,Description Principal Data Scientist Why Norstella Norstella unites marketleading companies shared goal improving patient access Each organization Evaluate MMIT Panalgo Citeline The Dedham Group delivers musthave answers critical strategic commercial decisionmaking,3.4,United States,1001 to 5000 Employees,-1,Company - Private,Biotechnology,Pharmaceutical & Biotechnology,Unknown / Non-Applicable,18958.33,-1,United States,0.0,senior,310
"Castalia Systems, LLC ",Data Scientist/Engineer,119763.0,Overview Are ready take next step career Castalia Systems We’re looking growthoriented stars looking thrive part growing Castalia team Diversity makes company great we’re looking top talent part difference When founded 2011 vision Castalia Systems create company focused people Castalia family providing advanced solutions clients honesty integrity Castalia Systems Woman Owned Small Business WOSB Small Disadvantage Business SDB providing toptier solutions Defense Intelligence space Responsibilities Qualifications,4.4,"Cocoa, FL",51 to 200 Employees,2007,Company - Private,National Agencies,Government & Public Administration,Unknown / Non-Applicable,9980.25,17, FL,0.0,nf,692
Albertsons Companies ,Data Scientist,126010.0,About company Albertsons Companies forefront revolution retail With fixation raising bar innovation building belonging culture team rallying company around unique purpose create joy around table inspire healthier tomorrow every community Albertsons Companies one largest food drug retailers United States 2200 stores 34 states District Columbia Our wellknown banners include Albertsons Safeway Vons JewelOsco Shaws Acme Tom Thumb Randalls United Supermarkets Pavilions Star Market Haggen Carrs Kings Food Markets Balduccis Food Lovers Market We support stores 22 distribution centers 19 manufacturing plants,3.4,"Pleasanton, CA",10000+ Employees,1939,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),10500.83,85, CA,0.0,nf,782
ITTIA ,Junior Data Scientist Software Sales,130723.0,Remote position opening ITTIA Embedded Data Management Software httpswwwittiacom Were looking people fluent English enjoy prospecting creating business pipelines using phone email excellent writing skills achieve business objectives If enjoy tackling business difficulties modern era technology dont mind making phone calls want grow learn new data science technology job Job Requirements Make daily nationalinternational phone calls email prospects,4.0,"Bellevue, WA",1 to 50 Employees,-1,Company - Public,Computer Hardware Development,Information Technology,Less than $1 million (USD),10893.58,-1, WA,1.0,junior,559
Bose ,Audio Machine Learning Scientist,138674.0,Job Description About Bose At Bose Research beating heart we’re best deliver products use audio deliver real benefits — benefits fresh unexpected people didn’t even realize needed experienced say can’t live without We’ve spent decades working hard studying advancing obsessing many technical fields go audio products acoustics psychoacoustics electronics transducers Today don’t make outstanding products people’s enjoyment — though love that’s We make audio products help people live better lives across board work home go health learning communication sleep — plenty Bose equal opportunity employer committed inclusion diversity We evaluate qualified applicants without regard race color religion sex sexual orientation gender identity genetic information national origin age disability veteran status legally protected characteristics For additional information please review 1 EEO Law Poster httpwwwdolgovofccpregscomplianceposterspdfOFCCPEEOSupplementFinalJRFQA508cpdf 2 Supplements httpwwwdolgovofccpregscompliancepostersofccposthtm Please note companys pay transparency available httpwwwdolgovofccppdfEO13665PrescribedNondiscriminationPostingLanguageJRFQA508cpdf Bose committed working providing reasonable accommodations individuals disabilities If need reasonable accommodation disability part application employment process please send email Wellbeingbosecom let us know nature request contact information,3.7,"Framingham, MA",5001 to 10000 Employees,1964,Company - Private,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),11556.17,60, MA,0.0,nf,1851
XO ,Senior Data Scientist,119579.0,Job Profile Vista Tech plays vital role Vista group operations delivering accelerating comprehensive technology solutions across brands Vista’s endtoend clicktoflight solutions offer industrys comprehensive flight booking platform seamlessly integrating global operations leveraging AI machine learning optimize pricing fleet movement Comprised Product Management Engineering IT teams Vista Tech’s mission enhance transparency accessibility private aviation development worlds largest digital private aviation marketplace In achieving Vista Tech always ensures utmost safety efficiency FLIGHT CREW EMPLOYEES Members fostering culture innovation excellence Your Responsibilities Required Skills Qualifications Experience,3.8,"Fort Lauderdale, FL",Unknown,-1,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,9964.92,-1, FL,0.0,senior,873
"Cohu, Inc. ",Data Scientist,96857.0,Data Analysis Exploration Explore clean preprocess large datasets semiconductor manufacturing equipment extract valuable insights Identify patterns trends anomalies equipment data inform predictive maintenance strategies Develop dashboards geared analyze health effectiveness equipment Model Development Implementation Design develop machine learning models predicting equipmentrelated failures Stay Informed Industry Trends Keep date latest advancements data science particular emphasis predictive analytics semiconductor space,3.4,"Poway, CA",1001 to 5000 Employees,1947,Company - Public,Electronics Manufacturing,Manufacturing,$100 to $500 million (USD),8071.42,77, CA,0.0,nf,630
Citizens ,Sr Data Scientist- Predictive Modeling,112042.0,Description The Senior Data Scientist responsible developing wide range analytical functions potentially including limited development statistical models machine learning data intelligence analytical insights customer analytics process improvement intent optimize business spend function identify new opportunities enhance customer experience provide strategic direction stakeholders This role serve Statistical Modeling Data Science support Credit Card line business The Senior Data Scientist report within Modeling Targeting Forecasting team enable collaboration sharing analytical ideas alignment best practices At Citizens youll find customercentric culture built around helping customers giving back local communities When join team part supportive collaborative workforce access training tools accelerate potential maximize career growth,3.7,"Columbus, OH",10000+ Employees,1828,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),9336.83,196, OH,0.0,senior,1056
"VIZIO, Inc. ",Staff Data Scientist,152000.0,About Team The VIZIO Advertising Technology Innovation team looking highly talented motivated data scientist help build advertising technology products We looking dynamic employee perform noncommoditized data work The position held one several offices San Francisco Dallas Denver New York What You Will Do Work crossfunctionally product management engineering business stakeholders Develop write algorithms use production About You About VIZIO,2.5,"New York, NY",501 to 1000 Employees,2002,Company - Public,Computer Hardware Development,Information Technology,$1 to $5 billion (USD),12666.67,22, NY,0.0,nf,533
Centers for Disease Control and Prevention ,Epidemiologist (Data Scientist),148505.0,DatePosted 1172024 120000 AM FirstLocation Atlanta Georgia 337483 843911 Location Atlanta Georgia Department Department Health Human Services,4.0,"Atlanta, GA",10000+ Employees,1946,Government,National Agencies,Government & Public Administration,$1 to $5 billion (USD),12375.42,78, GA,0.0,nf,156
TARGET ,"Lead Data Scientist -- Generative AI (GenAI, GAI, Deep Learning)(Remote Or Hybrid)",173750.0,The pay range 12410000 22340000 Pay based several factors vary based position These include labor markets instances may include education work experience certifications In addition pay Target cares invests team member take care family Target offers eligible team members dependents comprehensive health benefits programs may include medical vision dental life insurance help family take care whole selves Other benefits eligible team members include 401k employee discount short term disability long term disability paid sick leave paid national holidays paid vacation Find competitive benefits financial education wellbeing beyond httpscorporatetargetcomcareersbenefits This position may considered Remote Hybrid known internally Target Flex Your Day work arrangement based Targets needs A Remote work arrangement means team member works fulltime home alternate location thats Target location desk Target location may travel HQ 4 times year A HybridFlex Your Day work arrangement means team members core role may performed either remote onsite Target location depending upon role team tasks require day Work duties cannot performed outside country primary work location unless otherwise prescribed Target Application deadline 04282024 Qualifications,3.5,"Brooklyn Park, MN",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),14479.17,62, MN,1.0,senior,1638
Rinf ,Lead Data Scientist,124823.72,Job Information Competence Development Level Experience Senior Industry Banking Remote Job Job Description,4.3,Remote,Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1,Remote,1.0,senior,109
SRC Technologies ,Data Scientist,91054.0,Fort Meade MD Security Clearance An active government clearance background investigation polygraph required position Qualifications A Bachelors degree accredited college university quantitative discipline eg statistics mathematics operations research engineering computer science At least one year experience analyzing datasets developing analytics One year experience programming data analysis software R Python SAS MATLAB Experience software development cloud development analyzing datasets developing descriptive predictive prescriptive analytics preferred Not sure youre fit Submit resume contact via email let know,3.9,"Fort Meade, MD",1 to 50 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 million (USD),7587.83,16, MD,0.0,nf,753
Yale University ,Data Scientist,105413.0,Data Scientist School Public Health Health Policy Management 85910BR University Job Title Data Scientist 1 Bargaining Unit None Not included union Yale Union Group Time Type Full time Duration Type,4.3,"New Haven, CT",10000+ Employees,1701,Nonprofit Organization,Colleges & Universities,Education,$1 to $5 billion (USD),8784.42,323, CT,0.0,nf,217
Tek Ninjas ,Data Scientist,124823.72,Description As Data Scientist join client team leveraging petabytescale datasets advanced analytics model building enable intelligent automated equipment improved decisions farmers The client team partners product managers data engineers design scale deliver full stack data science solutions You join passionate team making difference applying innovative technology solve worlds biggest problems Duties include,4.1,Texas,Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1,Texas,0.0,nf,498
Expedia Group ,"Data Scientist II - Paid App, Social, and New Channels",124823.72,If need assistance recruiting process due disability please reach Recruiting Accommodations Team Accommodation Request form This form used individuals disabilities require assistance adjustments applying interviewing job This form inquiring position status application Data Scientist II Paid App Social New Channels Are intrigued prospect joining highly successful rapidly growing team Do thrive dynamic collaborative environment passionate transforming data actionable insights Expedias Paid App team lookout handson Data Scientist play pivotal role shaping future Paid App Datadriven Products Applications contributing highimpact projects generate billions dollars revenue The total cash range position Seattle 11200000 15650000 Employees role potential increase pay 17900000 top range based ongoing demonstrated sustained performance role Expedia iscommittedto creating inclusive workenvironmentwith diverse workforce All qualified applicants receive consideration employment without regard race color religion gender gender identity expression sexual orientation national origin genetics disability age veteran status This employer participates EVerify The employer provide Social Security Administration SSA necessary Department Homeland Security DHS information new employees I9 confirm work authorization,3.9,"Seattle, WA",Unknown,-1,Unknown,Unknown,Unknown,Unknown / Non-Applicable,10401.98,-1, WA,0.0,nf,1734
Ars Quanta ,Data Scientists,151825.0,We always looking Data Scientists want work challenging interesting projects variety industries,5.0,"Seattle, WA",1 to 50 Employees,-1,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),12652.08,-1, WA,0.0,nf,126
CVS Health ,Senior Data Scientist - Product Platform,156303.0,Bring heart CVS Health Every one us CVS Health shares single clear purpose Bringing heart every moment health This purpose guides commitment deliver enhanced humancentric health care rapidly changing world Anchored brand — heart center — purpose sends personal message deliver services important deliver Our Heart At Work Behaviors™ support purpose We want everyone works CVS Health feel empowered role play transforming culture accelerating ability innovate deliver solutions make health care personal convenient affordable 10660500 20600000,3.1,"New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),13025.25,61, NY,0.0,senior,731
